0,0,0,0,0,300,7137,21192,44800,26475,18239,16315,17193,17430,17742,18459,23881,39226,56031,37299,29909,27601,25273,2204,0,0,0,0,0,114,2716,7931,16887,10117,7017,6290,6637,6726,6870,7176,9254,14891,21033,14110,11488,10695,9838,862
0,0,0,0,0,720,14250,48203,65075,50861,33934,27561,28691,32393,30758,31879,37543,63350,88386,56787,36565,31008,24361,2508,0,0,0,0,0,278,5398,18237,24476,19343,13133,10727,11137,12570,11949,12348,14497,24078,33086,21398,14022,12084,9511,987
0,0,0,0,0,231,6286,34138,1.37e+05,80598,31858,19812,19957,23270,18498,19681,23780,37366,50163,27271,16821,18591,13291,1939,0,0,0,0,0,95,2372,12723,50948,30050,12169,7713,7725,9049,7169,7637,9208,14317,18765,10313,6445,7172,5217,760
0,0,0,0,0,978,9943,42183,1.62e+05,70265,24602,17346,18320,20176,19547,20451,23671,28158,37810,24440,15320,13249,11833,1431,0,0,0,0,0,389,3813,15845,59902,26209,9433,6646,7079,7806,7559,7950,9164,10761,14353,9291,5904,5165,4605,563
0,0,0,0,0,881,6832,22976,44079,26983,23912,25676,25575,25380,30381,37389,49105,95171,1.49e+05,1.01e+05,62754,57808,57654,8694,0,0,0,0,0,340,2599,8665,16747,10429,9252,9951,9929,9849,11868,14444,18878,35874,55305,37733,23996,22389,22491,3445
0,0,0,0,0,113,3898,12171,38320,30263,23711,22914,23888,22654,24070,26179,35033,72298,1.18e+05,81987,36917,33931,29031,6963,0,0,0,0,0,42,1480,4634,14567,11705,9271,8983,9324,8878,9404,10163,13596,27510,44359,30682,14210,13105,11300,2696
0,0,0,0,0,126,5125,14460,21121,19685,18638,18910,18400,19532,21842,28666,39087,74093,1.29e+05,91285,50989,45463,40714,9965,0,0,0,0,0,48,1932,5525,8092,7638,7266,7329,7104,7639,8490,11149,14989,27986,47843,34049,19353,17465,15761,3906
0,0,0,0,0,285,1392,7118,35911,15385,7598,7124,8453,7704,7598,9654,11895,24774,39820,28112,15716,14609,13582,3148,0,0,0,0,0,110,554,2744,13427,5841,2917,2737,3296,3007,2949,3718,4558,9349,14736,10493,5970,5643,5275,1226
0,0,0,0,0,143,4773,18205,28364,19211,15726,16747,16907,16140,19574,26798,36206,57703,1.05e+05,77869,44944,44531,36858,10727,0,0,0,0,0,57,1813,6883,10738,7411,6100,6460,6593,6262,7606,10460,14075,22028,39447,29372,17297,17288,14422,4181
0,0,0,0,0,19,1451,5057,10052,7274,7531,9072,8780,8553,11285,13022,18805,32212,68947,58815,33126,28729,28784,9308,0,0,0,0,0,7,564,1940,3846,2863,2924,3521,3384,3328,4419,5095,7267,12282,25743,21992,12679,11059,11095,3587
0,0,0,0,0,0,437,4199,7544,4329,3004,2708,3143,3404,3342,4242,5403,9746,20567,20233,11966,9071,9682,3132,0,0,0,0,0,0,161,1569,2810,1679,1156,1066,1208,1334,1287,1648,2126,3727,7723,7579,4566,3455,3755,1227
0,0,0,0,0,0,7856,24593,24929,18559,14334,14363,17483,14385,15486,17691,26016,42932,85271,68328,34464,30816,24792,9556,0,0,0,0,0,0,3008,9378,9671,7301,5582,5614,6855,5659,6067,6903,10076,16335,31853,25636,13160,11901,9633,3709
0,0,0,0,0,165,12572,34905,50183,39906,32982,30538,32747,32759,37430,49499,70597,1.02e+05,2.16e+05,1.75e+05,1.22e+05,1.03e+05,96792,32725,0,0,0,0,0,64,4803,13238,19084,15438,12819,11937,12726,12711,14502,19197,27172,39095,80932,65707,46231,39222,37367,12483
0,0,0,0,0,1209,65549,1.36e+05,1.78e+05,1.36e+05,95333,78441,74576,85240,80324,79875,81063,96601,1.33e+05,84132,49331,32086,21350,5314,0,0,0,0,0,460,25446,52935,68717,52902,37443,30851,29173,33476,31559,31436,31861,37785,51400,32473,19206,12394,8269,2049
0,0,0,0,0,263,16000,32130,52275,28891,24427,21182,19128,22036,19848,19969,19386,29125,41991,29881,14743,10166,9516,2021,0,0,0,0,0,108,6133,12174,19585,10971,9310,8182,7360,8517,7675,7686,7542,11128,15861,11345,5672,3929,3701,785
0,0,0,0,0,219,8181,47287,2.47e+05,1.17e+05,35924,25382,29111,32277,32086,37455,47687,86956,1.52e+05,1.15e+05,77687,73104,75611,20393,0,0,0,0,0,87,3123,17591,90866,43132,13551,9734,11156,12365,12405,14472,18350,32996,56722,43181,29604,28095,29211,7847
0,0,0,0,0,532,5152,15274,33450,25415,17461,16437,18374,17252,19232,21673,26886,47802,78415,57949,41482,39167,34762,6913,0,0,0,0,0,205,1958,5761,12526,9678,6689,6391,7125,6682,7482,8461,10441,18203,29210,21638,15925,15126,13416,2690
0,0,0,0,0,401,3412,19448,74709,38450,20740,19206,21727,21192,20904,21670,27150,48479,71190,45996,29127,25485,22293,3998,0,0,0,0,0,156,1310,7275,27910,14549,8072,7462,8448,8285,8101,8461,10477,18393,26669,17295,11114,9842,8676,1546
0,0,0,0,0,306,8386,50556,2.12e+05,1.24e+05,56660,48818,52972,47100,43817,48995,58956,1.09e+05,1.63e+05,1.01e+05,56777,50519,43752,6765,0,0,0,0,0,121,3169,18850,78439,46800,21756,18997,20605,18244,17092,19060,22915,41496,61375,38195,21651,19384,16916,2605
0,0,0,0,0,1069,8839,39277,1.25e+05,1.17e+05,67862,60187,60912,59356,55560,65318,79842,1.31e+05,2.01e+05,1.23e+05,70929,59930,48510,21387,0,0,0,0,0,401,3407,14826,46712,44186,26318,23634,23958,23327,21926,25553,31173,49910,75732,46201,27025,22856,18594,8140
0,0,0,0,0,421,8770,34825,1.39e+05,89030,31876,21488,24387,27380,24191,22212,26113,40034,52700,32575,21346,21527,18031,3799,0,0,0,0,0,155,3294,13054,51518,33067,12091,8257,9361,10456,9306,8492,10040,15166,19836,12328,8152,8293,6980,1474
0,0,0,0,0,593,19343,86285,2.42e+05,2.41e+05,1.08e+05,84554,78147,78971,67553,67412,68178,1.08e+05,1.5e+05,81877,43761,33796,24269,13821,0,0,0,0,0,227,7321,32340,89968,90027,41578,32945,30319,30615,26363,26307,26563,41283,56809,31090,16752,12899,9299,5279
0,0,0,0,0,299,19956,64032,2.12e+05,1.8e+05,93790,69578,70469,73350,68046,76624,89192,1.61e+05,2.26e+05,1.26e+05,82861,75303,48312,5667,0,0,0,0,0,120,7621,24043,78674,67742,35927,27068,27345,28379,26544,29672,34419,60785,84415,47359,31532,28669,18511,2178
0,0,0,0,0,347,14146,62409,2.2e+05,1.43e+05,85096,69150,65321,67922,62877,65463,68463,90016,1.07e+05,69857,40793,26331,22071,7017,0,0,0,0,0,139,5364,23347,81974,53932,32982,27028,25403,26442,24683,25712,26891,34939,41200,27102,15851,10135,8508,2668
0,0,0,0,0,64,22730,1.43e+05,5.8e+05,2.88e+05,1.21e+05,96832,85301,94907,77556,76641,87292,1.19e+05,1.33e+05,85551,53631,38431,24002,5802,0,0,0,0,0,22,8586,52981,2.14e+05,1.08e+05,46886,37874,33326,36948,30449,30217,34362,46218,50887,33084,20765,14882,9263,2208
0,0,0,0,0,154,11921,55900,2.22e+05,1.08e+05,38204,28236,29169,33248,30794,30190,36108,61215,90839,53393,37765,39923,36932,7009,0,0,0,0,0,57,4530,20800,81911,40194,14531,10799,11266,12737,11873,11622,13938,23188,34035,20121,14446,15344,14312,2706
0,0,0,0,0,383,8287,34018,87168,59302,47848,31974,26658,30435,25254,23047,21376,30136,39921,23031,12080,8071,6236,2479,0,0,0,0,0,147,3180,12928,32898,23112,18854,12644,10533,11948,9966,9114,8338,11537,15149,8767,4686,3121,2419,954
0,0,0,0,0,0,2002,18628,34176,16430,12793,12181,13187,13353,13649,16558,18995,39921,62668,45716,28822,26885,21649,4476,0,0,0,0,0,0,784,6935,12831,6284,5002,4805,5138,5235,5386,6497,7346,15049,23313,17110,11000,10354,8432,1726
16,0,0,0,0,73,9749,42190,47464,32790,28560,31164,34120,30188,30811,35455,48311,1.01e+05,1.74e+05,1.11e+05,68691,52119,56318,15398,6,0,0,0,0,28,3740,15907,17937,12651,11112,12200,13341,11886,12057,13830,18813,38227,65242,41941,26246,20071,21864,5856
0,0,0,0,0,23,5777,80392,2.71e+05,1.46e+05,33803,20603,21539,24785,21861,20173,24157,39649,59861,46253,32708,29560,28550,5445,0,0,0,0,0,8,2188,29724,1e+05,54246,12863,7850,8222,9436,8435,7834,9341,15145,22509,17396,12520,11475,11107,2097
0,0,0,0,0,33,5642,70795,2.69e+05,1.85e+05,56352,33377,31129,30003,25327,28504,35686,60573,99823,71420,39386,31105,28512,7661,0,0,0,0,0,14,2165,26124,98911,68572,21368,13035,12171,11700,9942,11147,14091,23332,37957,27040,15158,11980,11138,2946
0,0,0,0,0,46,4989,42417,1.4e+05,79915,22857,18199,19500,21661,22580,26030,35977,68064,1.38e+05,1.28e+05,82044,76349,76388,31060,0,0,0,0,0,18,1908,15664,51769,29649,8759,7095,7561,8494,8782,10167,14049,25979,51457,48093,31267,29325,29844,11982
0,0,0,0,0,2,2241,13576,26106,14241,9841,10065,10621,10114,12449,17041,22206,38550,91995,88906,56544,44831,19238,0,0,0,0,0,0,0,857,5085,9754,5397,3863,3944,4197,3951,4887,6708,8687,14776,34470,33290,21476,17228,7512,0
0,0,0,0,0,0,597,3384,3001,1827,1314,1316,1354,1255,1450,1495,2011,3073,5525,6978,3677,3829,1526,0,0,0,0,0,0,0,243,1269,1128,694,502,503,533,474,566,571,790,1187,2122,2637,1422,1458,596,0
0,0,0,0,0,0,1367,13142,11655,7206,6770,7038,7169,6942,8349,11748,16325,27347,52937,46507,34654,27941,13053,0,0,0,0,0,0,0,525,5032,4444,2787,2630,2777,2798,2697,3266,4558,6320,10367,19762,17393,13132,10737,5131,0
0,0,0,0,0,0,1934,12590,18137,17244,12852,12682,13559,15166,15638,17903,24049,39603,60582,63928,36098,39042,18020,0,0,0,0,0,0,0,755,4802,6946,6713,4985,4883,5226,5844,6093,6934,9306,15125,22855,23853,13776,14928,7015,0
0,0,0,0,0,0,271,1134,3008,2657,3037,2556,2323,2284,2745,3434,5452,7918,13992,12656,8025,7509,3438,0,0,0,0,0,0,0,107,429,1159,1025,1188,995,911,882,1088,1309,2104,3015,5277,4774,3062,2883,1329,0
0,0,0,0,0,0,653,1088,4199,4768,3294,2722,2506,2349,1874,2480,2296,4660,3835,3973,2799,2881,2956,2,0,0,0,0,0,0,253,435,1634,1838,1327,1088,997,943,741,982,919,1765,1456,1516,1077,1103,1142,0
0,0,0,0,0,0,242,6337,15447,4727,1216,1627,1136,1183,926,1360,1300,1263,1667,2558,2009,1630,513,0,0,0,0,0,0,0,97,2409,5772,1777,450,611,421,442,355,523,499,493,648,980,775,632,204,0
0,0,0,0,0,0,3907,25418,33133,25343,19383,17402,15254,17612,17257,15034,13754,14550,14379,17965,13420,9111,4530,0,0,0,0,0,0,0,1507,9729,12646,9817,7500,6734,5914,6826,6729,5784,5307,5663,5628,7005,5216,3560,1759,0
0,0,0,0,0,319,13219,36185,47703,40822,32630,28150,32408,30825,37470,43730,51457,84712,1.28e+05,80140,47182,39608,28273,4662,0,0,0,0,0,127,5110,13933,18370,15942,12886,10958,12653,12041,14595,17101,19974,32255,47978,30364,18133,15382,11044,1798
0,0,0,0,0,17,2740,7773,23416,14842,7904,5960,6864,8115,7288,9297,11543,22421,33678,21818,14229,14265,9542,1251,0,0,0,0,0,8,1041,2928,8732,5587,3015,2283,2686,3131,2821,3611,4436,8406,12550,8187,5451,5494,3741,487
0,0,0,0,0,42,4851,25279,37748,21569,10493,10107,11426,12324,12159,14096,18324,36817,56461,41487,28821,27008,22826,3208,0,0,0,0,0,19,1836,9447,14131,8193,4047,3883,4410,4736,4668,5513,7059,13776,21146,15664,11039,10471,8923,1244
0,0,0,0,0,0,2169,10539,39731,22567,11910,8114,8276,9049,7665,7910,9353,14227,18903,9802,5782,5497,4080,535,0,0,0,0,0,0,826,3985,14876,8511,4615,3159,3291,3553,3010,3108,3626,5449,7128,3757,2234,2136,1598,207
0,0,0,0,0,76,2987,12163,50444,29126,11376,7049,8897,8035,7420,7235,7068,10464,11568,7194,4596,4287,4530,922,0,0,0,0,0,29,1125,4541,18751,11032,4403,2722,3439,3082,2859,2785,2742,3999,4379,2723,1785,1638,1775,366
0,0,0,0,0,35,3931,27618,88878,54388,17374,13803,13875,14399,11378,12941,15986,24452,30638,18202,14348,13301,8141,1371,0,0,0,0,0,13,1488,10260,32739,20237,6594,5305,5364,5524,4370,5023,6142,9314,11511,6882,5556,5169,3194,534
0,0,0,0,0,361,9533,37907,1.68e+05,1.13e+05,36482,21875,22995,23482,21871,19623,22425,32505,45581,30760,17712,16908,11109,1068,0,0,0,0,0,144,3666,14269,62203,42037,13873,8464,8822,9112,8431,7563,8708,12374,17190,11730,6832,6566,4367,428
0,0,0,0,0,186,10273,36792,1.16e+05,91446,50185,40083,38901,35235,32808,31750,37916,61778,77127,41643,19656,15052,10228,976,0,0,0,0,0,69,3907,13859,43083,34572,19522,15798,15280,13910,12894,12504,14884,23870,29267,15881,7594,5860,3996,382
0,0,0,0,0,201,3081,12704,52698,35263,25538,21633,19096,19694,18549,20033,22962,37903,57536,34110,19810,17175,14244,1129,0,0,0,0,0,75,1175,4770,19605,13407,9922,8503,7492,7703,7276,7834,8951,14472,21615,12879,7562,6658,5552,435
0,0,0,0,0,356,5907,32666,83843,49370,23272,18957,20218,20201,18994,22178,26692,43763,59704,35653,19829,20776,18324,1536,0,0,0,0,0,142,2273,12137,31154,18540,8902,7334,7801,7772,7349,8616,10236,16591,22340,13474,7595,8052,7202,609
0,0,0,0,0,102,4081,15863,54851,25605,16722,15704,17795,16082,15871,19983,24109,47736,68649,41298,28832,25593,19199,1432,0,0,0,0,0,36,1562,5986,20315,9714,6462,6059,6899,6251,6201,7710,9320,18059,25683,15645,11092,9959,7474,562
0,0,0,0,0,132,5979,11783,26651,21591,14958,13000,14972,15188,16306,20826,27476,50154,76836,46697,30215,29382,21430,724,0,0,0,0,0,54,2272,4461,10054,8278,5795,5076,5824,5917,6410,8055,10603,18878,28592,17556,11632,11389,8287,279
0,0,0,0,0,1211,34766,92006,1.58e+05,99812,69208,57001,60493,60292,59022,60920,65446,1.08e+05,1.23e+05,70317,40564,36256,23318,1165,0,0,0,0,0,471,13663,35362,60093,38639,27163,22283,23823,23545,23074,23833,25499,41619,47068,27058,15644,14082,9093,448
0,0,0,0,0,281,5642,24167,40017,30297,18329,14373,15351,15793,14751,14487,13677,19648,25456,15989,10620,9859,8180,1276,0,0,0,0,0,109,2185,9020,14917,11526,7108,5536,5968,6136,5658,5621,5268,7493,9577,6085,4101,3802,3183,495
0,0,0,0,0,99,3322,18348,56979,38310,16435,12283,14654,14484,12429,11952,15885,21746,24680,17641,10875,10051,7195,1028,0,0,0,0,0,39,1275,6818,21264,14435,6402,4749,5681,5650,4824,4620,6114,8259,9345,6696,4208,3876,2814,388
0,0,0,0,0,138,3569,15032,55125,37223,14447,10640,11952,12410,9935,9886,11262,17520,24464,14077,6260,5553,5238,780,0,0,0,0,0,53,1355,5642,20623,14172,5644,4186,4658,4809,3893,3860,4512,6821,9566,5484,2438,2137,2051,308
0,0,0,0,0,47,4795,22813,41398,19095,11771,11412,12875,11730,13199,14815,18432,27377,42116,29638,18891,18240,13031,1465,0,0,0,0,0,17,1829,8572,15684,7279,4526,4427,5068,4544,5158,5718,7150,10327,15776,11174,7238,7151,5106,568
0,0,0,0,0,166,4775,27281,80867,44167,18137,15327,16172,16679,17386,18548,22926,42349,55668,40368,24071,24493,16951,2169,0,0,0,0,0,64,1816,10272,29951,16584,6967,5934,6242,6473,6723,7178,8789,16033,20776,15177,9255,9487,6612,830
0,0,0,0,0,217,6135,23642,32855,22243,15902,14618,16308,17912,16645,23018,29185,54736,82552,60912,34521,33122,23857,4594,0,0,0,0,0,84,2301,8919,12431,8568,6185,5642,6312,6937,6507,8913,11226,20628,30778,22851,13135,12807,9347,1801
0,0,0,0,0,10,2892,10114,18610,13869,11617,10013,11410,12897,13842,17775,23421,45124,76064,55418,29288,31180,22590,4408,0,0,0,0,0,4,1094,3842,7053,5317,4476,3898,4436,5077,5378,6841,9032,16991,28315,20693,11191,12047,8804,1725
0,0,0,0,0,42,2853,9736,35025,21528,11709,9582,10536,11364,12724,13762,21143,42179,68080,46916,26998,27166,22075,3020,0,0,0,0,0,18,1076,3627,13052,8102,4494,3704,4114,4418,4944,5332,8080,15871,25270,17504,10299,10415,8629,1166
0,0,0,0,0,35,945,2857,16832,9931,5177,4666,4635,3931,4499,4761,6932,12510,20129,17639,9005,9395,9082,1260,0,0,0,0,0,13,368,1073,6307,3783,2043,1847,1816,1521,1790,1864,2645,4784,7438,6620,3464,3667,3501,500
0,0,0,0,0,39,915,4771,4765,2043,1408,847,1294,1181,1055,1281,2289,2953,3118,3490,1877,1970,1410,642,0,0,0,0,0,15,364,1776,1783,786,550,333,495,461,419,495,875,1126,1192,1321,721,770,542,254
0,0,0,0,0,11,1606,7264,12851,5279,5908,4782,4865,5389,5310,5684,6784,12296,21801,18505,11255,7091,7399,1809,0,0,0,0,0,4,607,2728,4807,2006,2303,1837,1919,2082,2045,2193,2582,4714,8145,6890,4277,2736,2917,708
0,0,0,0,0,18,1321,5782,13727,7307,7847,7307,7238,5961,6868,5907,6369,10404,13858,13696,6602,5330,4050,1722,0,0,0,0,0,8,499,2220,5170,2834,3047,2845,2791,2312,2642,2317,2456,3987,5244,5122,2531,2083,1605,674
0,0,0,0,0,8,1766,15203,21782,8916,7651,7169,6385,6676,7316,7775,8596,14101,24474,23115,10430,11098,8503,2949,0,0,0,0,0,3,672,5630,8041,3414,2923,2767,2471,2562,2819,3027,3298,5421,9122,8648,4014,4269,3358,1155
0,0,0,0,0,0,2821,15512,14906,2945,1219,1196,878,1163,960,1413,1405,2874,5332,5889,2205,2206,2006,521,0,0,0,0,0,0,1060,5702,5494,1107,458,447,337,447,373,540,558,1102,2008,2219,850,866,791,211
0,0,0,0,0,0,2768,5878,6967,3817,5217,4387,4615,5808,5178,6210,12308,17932,33498,30314,15896,13814,11072,3757,0,0,0,0,0,0,1039,2238,2644,1486,2018,1684,1777,2260,2017,2430,4742,6772,12541,11289,6054,5342,4270,1465
0,0,0,0,0,25,3190,10533,48246,35799,16437,13923,13671,14452,12470,11119,12470,17318,22242,12520,6545,5233,3940,323,0,0,0,0,0,9,1205,4003,18171,13726,6477,5473,5402,5721,4915,4380,4890,6632,8460,4747,2520,2040,1542,135
0,0,0,0,0,8,3778,19476,93760,60222,19717,13166,14331,15521,13310,11524,13953,19429,24727,13900,8141,8492,9613,2494,0,0,0,0,0,2,1437,7352,34875,22649,7576,5030,5535,6023,5137,4503,5364,7389,9281,5262,3132,3299,3816,998
0,0,0,0,0,121,2738,13098,30835,20972,11554,7630,8539,9600,8890,8959,11008,16006,21206,12532,8366,9582,9029,338,0,0,0,0,0,45,1045,4913,11660,7939,4425,2946,3331,3765,3502,3496,4283,6138,8035,4769,3219,3736,3511,132
0,0,0,0,0,208,4298,15232,43430,31155,16815,15269,15617,15470,15588,16749,21686,45905,59246,31715,23018,23325,16778,703,0,0,0,0,0,81,1645,5758,16241,11808,6489,5867,6028,6006,6023,6490,8379,17381,22176,11976,8823,9017,6552,279
0,0,0,0,0,181,9356,37555,1.25e+05,94151,28507,19870,24141,24930,21177,22421,24770,45846,54548,33567,23258,20265,16597,1357,0,0,0,0,0,69,3541,14041,46278,35053,10804,7675,9353,9539,8158,8686,9531,17328,20492,12721,8964,7866,6485,530
0,0,0,0,0,263,6454,28006,83592,28550,13415,11676,10253,11845,11366,13588,15720,29793,39786,25200,17948,16735,16621,393,0,0,0,0,0,100,2455,10442,30970,10653,5146,4490,3983,4533,4401,5243,6066,11302,14869,9530,6912,6466,6504,155
0,0,0,0,0,124,9932,43977,1.45e+05,75729,23680,15362,17330,18979,16821,16603,18786,33998,43493,29263,20060,21188,15923,349,0,0,0,0,0,45,3787,16415,53592,28255,9025,5849,6634,7284,6450,6410,7230,12842,16305,11078,7717,8174,6224,132
54,0,0,0,0,376,15098,83961,2.81e+05,1.05e+05,45824,40372,39238,40643,39131,41681,44523,76353,1.07e+05,63880,41142,38448,28413,11461,20,0,0,0,0,140,5680,31296,1.04e+05,39465,17591,15617,15263,15712,15006,16134,17243,29218,40257,24181,15826,14912,11143,4482
0,0,0,0,0,165,10118,51417,2.66e+05,1.25e+05,31682,19759,19713,24753,17791,16455,12068,16846,17818,9945,5623,4996,3061,334,0,0,0,0,0,61,3809,19010,97911,46139,11904,7475,7435,9281,6682,6181,4582,6413,6710,3789,2152,1952,1191,133
0,0,0,0,0,25,4642,31401,1.43e+05,64586,20663,14789,15180,15260,13964,15693,17543,30008,36754,21421,13901,13667,8748,585,0,0,0,0,0,8,1776,11681,52747,24161,7872,5640,5800,5877,5319,6036,6711,11355,13705,8091,5337,5286,3447,232
0,0,0,0,0,229,9594,41534,96155,51975,29236,22707,25785,25983,24726,25730,27808,45847,64143,39000,23421,22043,18130,803,0,0,0,0,0,84,3656,15567,35685,19641,11248,8788,9903,9940,9488,9922,10729,17382,23990,14702,9002,8563,7061,313
0,0,0,0,0,31,9115,22939,53034,37876,18890,12590,14263,16742,14029,14067,13999,22043,23745,15574,11689,11892,8880,311,0,0,0,0,0,11,3592,8748,19798,14228,7359,4882,5518,6534,5464,5508,5415,8382,8893,5869,4544,4618,3474,124
0,0,0,0,0,123,6159,26624,87151,60774,25037,17828,20226,19953,19732,20396,23327,38734,42229,26510,19326,19060,11604,669,0,0,0,0,0,48,2342,10002,32336,22746,9639,6843,7878,7705,7640,7939,9023,14742,15783,9921,7496,7376,4569,262
0,0,0,0,0,577,10812,38779,43544,40582,22814,13782,18453,19922,18237,14820,13420,19008,24283,14991,11599,12612,7942,1060,0,0,0,0,0,227,4071,14575,16385,15354,8748,5325,7033,7565,6994,5737,5196,7229,9114,5728,4461,4908,3099,418
0,0,0,0,0,31,6753,29636,85080,70321,31077,28125,28377,27549,26765,22744,27829,41053,56799,32041,17567,18225,11371,736,0,0,0,0,0,12,2587,11239,31912,26441,11899,10919,11041,10660,10386,8841,10790,15651,21333,12154,6752,7043,4478,298
0,0,0,0,0,4,1750,6292,11404,5205,3949,2794,3397,3257,3352,3964,5301,10877,14137,12447,6680,5802,3145,0,0,0,0,0,0,2,654,2351,4320,2014,1509,1098,1348,1262,1316,1548,2035,4081,5280,4669,2525,2232,1213,0
0,0,0,0,0,8,2100,16179,36288,8986,3495,3486,3969,4553,4549,4390,5654,11198,17712,13292,7445,5335,3240,0,0,0,0,0,0,3,784,6071,13396,3408,1354,1374,1552,1763,1765,1722,2188,4216,6554,4981,2792,2063,1271,0
0,0,0,0,0,0,4931,41743,38496,16045,9982,9394,11238,10728,10375,12712,18438,26821,38109,36160,21021,19693,12535,0,0,0,0,0,0,0,1848,15479,14354,6109,3914,3648,4354,4152,4021,4955,7053,10193,14331,13608,8055,7590,4884,0
0,0,0,0,0,0,3176,12671,16853,9067,7367,7314,7442,7615,7698,10075,14955,24221,39322,33059,17716,15706,8511,0,0,0,0,0,0,0,1185,4771,6370,3475,2917,2828,2919,2981,3034,3922,5825,9240,14788,12503,6832,6136,3329,0
0,0,0,0,0,0,1557,9065,16492,7138,6172,5987,5624,6441,7478,8076,11012,14659,28286,25439,15918,13081,10862,0,0,0,0,0,0,0,587,3400,6194,2739,2366,2332,2169,2486,2911,3144,4272,5624,10610,9504,6089,5047,4256,0
